0	In             	O               	[NA]                	[0]
3	dealers        	O               	[NA]                	[3]
4	do             	O               	[NA]                	[4]
5	business       	B-NONMOTION_EVENT	[locatedIn]         	[6]
6	here           	B-PLACE         	[NA]                	[6]
7	,              	O               	[NA]                	[7]
8	supplying      	O               	[NA]                	[8]
9	90             	O               	[NA]                	[9]
10	percent        	O               	[NA]                	[10]
11	of             	O               	[NA]                	[11]
12	the            	O               	[NA]                	[12]
13	fish           	O               	[NA]                	[13]
14	consumed       	B-NONMOTION_EVENT	[trajector]         	[15]
15	in             	B-SPATIAL_SIGNAL	[NA]                	[15]
16	Tokyo          	B-PLACE         	[landmark]          	[15]
17	every          	O               	[NA]                	[17]
18	day            	O               	[NA]                	[18]
19	.              	O               	[NA]                	[19]


0	Just           	O               	[NA]                	[0]
1	south          	B-SPATIAL_SIGNAL	[NA]                	[1]
2	of             	I-SPATIAL_SIGNAL	[NA]                	[2]
3	Ginza          	B-PLACE         	[landmark]          	[1]
4	itself         	O               	[NA]                	[4]
5	,              	O               	[NA]                	[5]
6	as             	O               	[NA]                	[6]
7	you            	B-SPATIAL_ENTITY	[mover]             	[8]
8	walk           	B-MOTION        	[trajector]         	[1]
9	toward         	B-MOTION_SIGNAL 	[NA]                	[9]
10	the            	O               	[NA]                	[10]
11	bay            	B-PLACE         	[NA]                	[11]
12	,              	O               	[NA]                	[12]
13	you            	B-SPATIAL_ENTITY	[NA]                	[13]
14	see            	O               	[NA]                	[14]
15	on             	B-SPATIAL_SIGNAL	[NA]                	[15]
16	your           	O               	[NA]                	[16]
17	left           	B-PLACE         	[landmark, locatedIn]	[15, 13]
18	the            	O               	[NA]                	[18]
19	red            	O               	[NA]                	[19]
20	lanterns       	B-SPATIAL_ENTITY	[NA]                	[20]
21	and            	O               	[NA]                	[21]
22	long           	O               	[NA]                	[22]
23	banners        	B-SPATIAL_ENTITY	[NA]                	[23]
24	of             	O               	[NA]                	[24]
25	the            	O               	[NA]                	[25]
26	Kabuki-za      	B-PLACE         	[NA]                	[26]
27	,              	O               	[NA]                	[27]
28	home           	O               	[NA]                	[28]
29	base           	B-PLACE         	[NA]                	[29]
30	for            	O               	[NA]                	[30]
31	that           	O               	[NA]                	[31]
32	most           	O               	[NA]                	[32]
33	thrilling      	O               	[NA]                	[33]
34	and            	O               	[NA]                	[34]
35	colorful       	O               	[NA]                	[35]
36	form           	O               	[NA]                	[36]
37	of             	O               	[NA]                	[37]
38	traditional    	O               	[NA]                	[38]
39	Japanese       	O               	[NA]                	[39]
40	drama          	O               	[NA]                	[40]
41	.              	O               	[NA]                	[41]


0	The            	O               	[NA]                	[0]
1	windows        	B-SPATIAL_ENTITY	[locatedIn, locatedIn, locatedIn]	[5, 7, 9]
2	of             	O               	[NA]                	[2]
3	such           	O               	[NA]                	[3]
4	department     	O               	[NA]                	[4]
5	stores         	B-PLACE         	[NA]                	[5]
6	as             	O               	[NA]                	[6]
7	Wako           	B-PLACE         	[NA]                	[7]
8	and            	O               	[NA]                	[8]
9	Mitsukoshi     	B-PLACE         	[NA]                	[9]
10	are            	O               	[NA]                	[10]
11	works          	O               	[NA]                	[11]
12	of             	O               	[NA]                	[12]
13	art            	O               	[NA]                	[13]
14	.              	O               	[NA]                	[14]


0	Calle          	B-PATH          	[mover, mover]      	[3, 8]
1	de             	I-PATH          	[NA]                	[1]
2	Alcalá         	I-PATH          	[NA]                	[2]
3	merges         	B-MOTION        	[NA]                	[3]
4	with           	B-MOTION_SIGNAL 	[NA]                	[4]
5	Gran           	B-PATH          	[NA]                	[5]
6	Vía            	I-PATH          	[NA]                	[6]
7	and            	O               	[NA]                	[7]
8	leads          	B-MOTION        	[NA]                	[8]
9	to             	B-MOTION_SIGNAL 	[NA]                	[9]
10	the            	O               	[NA]                	[10]
11	Plaza          	B-PLACE         	[NA]                	[11]
12	de             	I-PLACE         	[NA]                	[12]
13	la             	I-PLACE         	[NA]                	[13]
14	Cibeles        	I-PLACE         	[NA]                	[14]
15	and            	O               	[NA]                	[15]
16	the            	O               	[NA]                	[16]
17	Paseo          	B-PATH          	[NA]                	[17]
18	del            	I-PATH          	[NA]                	[18]
19	Prado,with     	O               	[NA]                	[19]
20	its            	B-PATH          	[NA]                	[20]
21	trio           	B-PLACE         	[NA]                	[21]
22	of             	O               	[NA]                	[22]
23	art            	O               	[NA]                	[23]
24	museums        	B-PLACE         	[locatedIn]         	[20]
25	.              	O               	[NA]                	[25]


0	The            	O               	[NA]                	[0]
1	most           	O               	[NA]                	[1]
2	unavoidable    	O               	[NA]                	[2]
3	building       	B-PLACE         	[trajector]         	[4]
4	on             	B-SPATIAL_SIGNAL	[NA]                	[4]
5	the            	O               	[NA]                	[5]
6	plaza          	B-PLACE         	[landmark]          	[4]
7	is             	O               	[NA]                	[7]
8	the            	O               	[NA]                	[8]
9	cathedral-like 	O               	[NA]                	[9]
10	Palacio        	B-PLACE         	[NA]                	[10]
11	de             	I-PLACE         	[NA]                	[11]
12	Comunicaciones 	I-PLACE         	[NA]                	[12]
13	,              	O               	[NA]                	[13]
14	teasingly      	O               	[NA]                	[14]
15	nicknamed      	O               	[NA]                	[15]
16	Nuestra        	B-PLACE         	[NA]                	[16]
17	Señora         	I-PLACE         	[NA]                	[17]
18	de             	I-PLACE         	[NA]                	[18]
19	las            	I-PLACE         	[NA]                	[19]
20	Comunicaciones 	I-PLACE         	[NA]                	[20]
21	(              	O               	[NA]                	[21]
22	Our            	B-PLACE         	[NA]                	[22]
23	Lady           	I-PLACE         	[NA]                	[23]
24	of             	I-PLACE         	[NA]                	[24]
25	Communications 	I-PLACE         	[NA]                	[25]
26	)              	O               	[NA]                	[26]
27	.              	O               	[NA]                	[27]


0	The            	O               	[NA]                	[0]
1	sculptural     	O               	[NA]                	[1]
2	ensemble       	B-SPATIAL_ENTITY	[NA]                	[2]
3	is             	O               	[NA]                	[3]
4	probably       	O               	[NA]                	[4]
5	the            	O               	[NA]                	[5]
6	best-known     	O               	[NA]                	[6]
7	fountain       	B-SPATIAL_ENTITY	[trajector]         	[8]
8	in             	B-SPATIAL_SIGNAL	[NA]                	[8]
9	all            	O               	[NA]                	[9]
10	Spain          	B-PLACE         	[landmark]          	[8]
11	.              	O               	[NA]                	[11]


0	The            	O               	[NA]                	[0]
1	area           	B-PLACE         	[NA]                	[1]
2	’s             	O               	[NA]                	[2]
3	spacious       	O               	[NA]                	[3]
4	boulevards     	B-PATH          	[locatedIn]         	[1]
5	,              	O               	[NA]                	[5]
6	grand          	O               	[NA]                	[6]
7	plazas         	B-PLACE         	[locatedIn]         	[1]
8	,              	O               	[NA]                	[8]
9	and            	O               	[NA]                	[9]
10	fountains      	B-SPATIAL_ENTITY	[locatedIn]         	[1]
11	are            	O               	[NA]                	[11]
12	interspersed   	O               	[NA]                	[12]
13	with           	O               	[NA]                	[13]
14	densely        	O               	[NA]                	[14]
15	populated      	O               	[NA]                	[15]
16	18th-century   	O               	[NA]                	[16]
17	apartment      	O               	[NA]                	[17]
18	buildings      	O               	[NA]                	[18]
19	.              	O               	[NA]                	[19]


0	Except         	O               	[NA]                	[0]
1	for            	O               	[NA]                	[1]
2	the            	O               	[NA]                	[2]
3	traffic        	B-NONMOTION_EVENT	[NA]                	[3]
4	spitting       	O               	[NA]                	[4]
5	out            	O               	[NA]                	[5]
6	noise          	O               	[NA]                	[6]
7	and            	O               	[NA]                	[7]
8	air            	O               	[NA]                	[8]
9	pollution      	O               	[NA]                	[9]
10	,              	O               	[NA]                	[10]
11	the            	O               	[NA]                	[11]
12	ample          	O               	[NA]                	[12]
13	Plaza          	B-PLACE         	[NA]                	[13]
14	de             	I-PLACE         	[NA]                	[14]
15	la             	I-PLACE         	[NA]                	[15]
16	Cibeles        	I-PLACE         	[NA]                	[16]
17	is             	O               	[NA]                	[17]
18	splendid       	O               	[NA]                	[18]
19	.              	O               	[NA]                	[19]


0	The            	O               	[NA]                	[0]
1	central        	O               	[NA]                	[1]
2	fountain       	B-SPATIAL_ENTITY	[NA]                	[2]
3	depicts        	O               	[NA]                	[3]
4	Cybele         	O               	[NA]                	[4]
5	,              	O               	[NA]                	[5]
6	a              	O               	[NA]                	[6]
7	controversial  	O               	[NA]                	[7]
8	Greek          	O               	[NA]                	[8]
9	fertility      	O               	[NA]                	[9]
10	goddess        	O               	[NA]                	[10]
11	,              	O               	[NA]                	[11]
12	serenely       	O               	[NA]                	[12]
13	settled        	B-NONMOTION_EVENT	[trajector]         	[14]
14	in             	B-SPATIAL_SIGNAL	[NA]                	[14]
15	a              	O               	[NA]                	[15]
16	chariot        	B-SPATIAL_ENTITY	[landmark, mover]   	[14, 17]
17	pulled         	B-MOTION        	[NA]                	[17]
18	by             	B-MOTION_SIGNAL 	[NA]                	[18]
19	two            	I-MOTION_SIGNAL 	[NA]                	[19]
20	lions          	I-MOTION_SIGNAL 	[NA]                	[20]
21	.              	O               	[NA]                	[21]


0	The            	O               	[NA]                	[0]
1	financial      	O               	[NA]                	[1]
2	district       	B-PLACE         	[NA]                	[2]
3	,              	O               	[NA]                	[3]
4	Madrid         	B-PLACE         	[NA]                	[4]
5	’s             	O               	[NA]                	[5]
6	Wall           	O               	[NA]                	[6]
7	Street         	O               	[NA]                	[7]
8	,              	O               	[NA]                	[8]
9	begins         	O               	[NA]                	[9]
10	here           	B-PLACE         	[NA]                	[10]
11	on             	B-SPATIAL_SIGNAL	[NA]                	[11]
12	calle          	B-PATH          	[landmark]          	[11]
13	de             	I-PATH          	[NA]                	[13]
14	Alcalá         	I-PATH          	[NA]                	[14]
15	.              	O               	[NA]                	[15]


0	Imposing       	O               	[NA]                	[0]
1	buildings      	B-SPATIAL_ENTITY	[trajector, landmark]	[2, 6]
2	in             	B-SPATIAL_SIGNAL	[NA]                	[2]
3	this           	O               	[NA]                	[3]
4	high-rent      	O               	[NA]                	[4]
5	district       	B-PLACE         	[landmark]          	[2]
6	contain        	B-SPATIAL_SIGNAL	[NA]                	[6]
7	the            	O               	[NA]                	[7]
8	head           	O               	[NA]                	[8]
9	offices        	B-PLACE         	[trajector]         	[6]
10	or             	O               	[NA]                	[10]
11	branches       	B-PLACE         	[trajector]         	[6]
12	of             	O               	[NA]                	[12]
13	more           	O               	[NA]                	[13]
14	than           	O               	[NA]                	[14]
15	100            	O               	[NA]                	[15]
16	banks          	O               	[NA]                	[16]
17	,              	O               	[NA]                	[17]
18	plus           	O               	[NA]                	[18]
19	insurance      	O               	[NA]                	[19]
20	companies      	B-PLACE         	[trajector]         	[6]
21	,              	O               	[NA]                	[21]
22	the            	O               	[NA]                	[22]
23	finance        	O               	[NA]                	[23]
24	ministry       	B-PLACE         	[trajector]         	[6]
25	,              	O               	[NA]                	[25]
26	and            	O               	[NA]                	[26]
27	on             	B-SPATIAL_SIGNAL	[NA]                	[27]
28	nearby         	B-MEASURE       	[NA]                	[28]
29	Plaza          	B-PLACE         	[landmark]          	[27]
30	de             	I-PLACE         	[NA]                	[30]
31	la             	I-PLACE         	[NA]                	[31]
32	Lealtad        	I-PLACE         	[NA]                	[32]
33	,              	O               	[NA]                	[33]
34	the            	O               	[NA]                	[34]
35	Bolsa          	B-PLACE         	[trajector]         	[27]
36	de             	I-PLACE         	[NA]                	[36]
37	Comercio       	I-PLACE         	[NA]                	[37]
38	(              	O               	[NA]                	[38]
39	Stock          	B-PLACE         	[NA]                	[39]
40	E              	I-PLACE         	[NA]                	[40]
41	xchange        	I-PLACE         	[NA]                	[41]
42	)              	O               	[NA]                	[42]
43	.              	O               	[NA]                	[43]


0	Also           	O               	[NA]                	[0]
1	facing         	B-SPATIAL_SIGNAL	[NA]                	[1]
2	Plaza          	B-PLACE         	[trajector]         	[1]
3	de             	I-PLACE         	[NA]                	[3]
4	la             	I-PLACE         	[NA]                	[4]
5	Cibeles        	I-PLACE         	[NA]                	[5]
6	,              	O               	[NA]                	[6]
7	the            	O               	[NA]                	[7]
8	Banco          	O               	[NA]                	[8]
9	de             	O               	[NA]                	[9]
10	España         	O               	[NA]                	[10]
11	(              	O               	[NA]                	[11]
12	Bank           	O               	[NA]                	[12]
13	of             	O               	[NA]                	[13]
14	Spain          	O               	[NA]                	[14]
15	)              	O               	[NA]                	[15]
16	headquarters   	B-PLACE         	[landmark]          	[1]
17	combines       	O               	[NA]                	[17]
18	Neo-classical  	O               	[NA]                	[18]
19	,              	O               	[NA]                	[19]
20	Baroque        	O               	[NA]                	[20]
21	,              	O               	[NA]                	[21]
22	and            	O               	[NA]                	[22]
23	rococo         	O               	[NA]                	[23]
24	styles         	O               	[NA]                	[24]
25	.              	O               	[NA]                	[25]


0	After          	O               	[NA]                	[0]
1	hitting        	B-MOTION        	[NA]                	[1]
2	the            	O               	[NA]                	[2]
3	art            	O               	[NA]                	[3]
4	world          	O               	[NA]                	[4]
5	’s             	O               	[NA]                	[5]
6	Big            	B-PLACE         	[NA]                	[6]
7	Three          	I-PLACE         	[NA]                	[7]
8	,              	O               	[NA]                	[8]
9	visitors       	B-SPATIAL_ENTITY	[mover, mover]      	[1, 11]
10	can            	O               	[NA]                	[10]
11	repair         	B-MOTION        	[NA]                	[11]
12	to             	B-MOTION_SIGNAL 	[NA]                	[12]
13	Retiro         	B-PLACE         	[NA]                	[13]
14	Park           	I-PLACE         	[NA]                	[14]
15	,              	O               	[NA]                	[15]
16	where          	O               	[NA]                	[16]
17	kings          	O               	[NA]                	[17]
18	once           	O               	[NA]                	[18]
19	found          	O               	[NA]                	[19]
20	respite        	O               	[NA]                	[20]
21	from           	O               	[NA]                	[21]
22	the            	O               	[NA]                	[22]
23	demands        	O               	[NA]                	[23]
24	of             	O               	[NA]                	[24]
25	hectic         	O               	[NA]                	[25]
26	city           	O               	[NA]                	[26]
27	life           	O               	[NA]                	[27]
28	.              	O               	[NA]                	[28]


0	Bourbon        	O               	[NA]                	[0]
1	Madrid         	O               	[NA]                	[1]
2	West           	B-SPATIAL_SIGNAL	[NA]                	[2]
3	of             	I-SPATIAL_SIGNAL	[NA]                	[3]
4	Puerta         	B-PLACE         	[landmark]          	[2]
5	del            	I-PLACE         	[NA]                	[5]
6	Sol            	I-PLACE         	[NA]                	[6]
7	is             	O               	[NA]                	[7]
8	the            	O               	[NA]                	[8]
9	city           	B-PLACE         	[NA]                	[9]
10	’s             	O               	[NA]                	[10]
11	18th-century   	O               	[NA]                	[11]
12	expansion      	B-PLACE         	[trajector]         	[2]
13	engineered     	O               	[NA]                	[13]
14	by             	O               	[NA]                	[14]
15	the            	O               	[NA]                	[15]
16	Bourbon        	O               	[NA]                	[16]
17	monarchs       	O               	[NA]                	[17]
18	.              	O               	[NA]                	[18]


0	Inaugurated    	O               	[NA]                	[0]
1	in             	O               	[NA]                	[1]
2	1919           	O               	[NA]                	[2]
3	,              	O               	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	building       	B-PLACE         	[NA]                	[5]
6	is             	O               	[NA]                	[6]
7	the            	O               	[NA]                	[7]
8	quite          	O               	[NA]                	[8]
9	remarkable     	O               	[NA]                	[9]
10	central        	O               	[NA]                	[10]
11	post           	O               	[NA]                	[11]
12	office         	B-PLACE         	[locatedIn, landmark]	[5, 14]
13	,              	O               	[NA]                	[13]
14	with           	B-SPATIAL_SIGNAL	[NA]                	[14]
15	high           	O               	[NA]                	[15]
16	ceilings       	B-PATH          	[trajector]         	[14]
17	and            	O               	[NA]                	[17]
18	overhead       	B-SPATIAL_SIGNAL	[NA]                	[18]
19	walkways       	B-PATH          	[trajector]         	[14]
20	.              	O               	[NA]                	[20]


0	Heading        	B-MOTION        	[NA]                	[0]
1	down           	B-MOTION_SIGNAL 	[NA]                	[1]
2	leafy          	O               	[NA]                	[2]
3	Paseo          	B-PATH          	[NA]                	[3]
4	del            	I-PATH          	[NA]                	[4]
5	Prado          	I-PATH          	[NA]                	[5]
6	you            	B-SPATIAL_ENTITY	[mover]             	[0]
7	’ll            	O               	[NA]                	[7]
8	find           	O               	[NA]                	[8]
9	the            	O               	[NA]                	[9]
10	first          	B-PLACE         	[locatedIn]         	[19]
11	,              	O               	[NA]                	[11]
12	and            	O               	[NA]                	[12]
13	greatest       	O               	[NA]                	[13]
14	,              	O               	[NA]                	[14]
15	of             	O               	[NA]                	[15]
16	the            	O               	[NA]                	[16]
17	art            	O               	[NA]                	[17]
18	museums        	B-PLACE         	[locatedIn]         	[19]
19	here           	B-PLACE         	[NA]                	[19]
20	.              	O               	[NA]                	[20]


0	1450–1516      	O               	[NA]                	[0]
1	)              	O               	[NA]                	[1]
2	,              	O               	[NA]                	[2]
3	whom           	O               	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	Spanish        	O               	[NA]                	[5]
6	call           	O               	[NA]                	[6]
7	El             	O               	[NA]                	[7]
8	Bosco          	O               	[NA]                	[8]
9	,              	O               	[NA]                	[9]
10	has            	O               	[NA]                	[10]
11	three          	O               	[NA]                	[11]
12	masterpieces   	B-SPATIAL_ENTITY	[trajector]         	[13]
13	in             	B-SPATIAL_SIGNAL	[NA]                	[13]
14	the            	O               	[NA]                	[14]
15	Prado          	B-PLACE         	[landmark]          	[13]
16	,              	O               	[NA]                	[16]
17	including      	O               	[NA]                	[17]
18	a              	O               	[NA]                	[18]
19	large          	O               	[NA]                	[19]
20	triptych       	B-SPATIAL_ENTITY	[trajector]         	[13]
21	called         	O               	[NA]                	[21]
22	The            	B-SPATIAL_ENTITY	[NA]                	[22]
23	Garden         	I-SPATIAL_ENTITY	[NA]                	[23]
24	of             	I-SPATIAL_ENTITY	[NA]                	[24]
25	Earthly        	I-SPATIAL_ENTITY	[NA]                	[25]
26	Delights       	I-SPATIAL_ENTITY	[NA]                	[26]
27	.              	O               	[NA]                	[27]


0	A              	O               	[NA]                	[0]
1	philanderer    	O               	[NA]                	[1]
2	in             	O               	[NA]                	[2]
3	his            	O               	[NA]                	[3]
4	youth          	O               	[NA]                	[4]
5	,              	O               	[NA]                	[5]
6	Goya           	B-SPATIAL_ENTITY	[mover]             	[7]
7	fled           	B-MOTION        	[NA]                	[7]
8	Zaragoza       	B-PLACE         	[NA]                	[8]
9	in             	O               	[NA]                	[9]
10	1763           	O               	[NA]                	[10]
11	for            	O               	[NA]                	[11]
12	the            	O               	[NA]                	[12]
13	anonymity      	O               	[NA]                	[13]
14	of             	O               	[NA]                	[14]
15	Madrid         	B-PLACE         	[NA]                	[15]
16	.              	O               	[NA]                	[16]


0	José           	O               	[NA]                	[0]
1	Ribera         	O               	[NA]                	[1]
2	(              	O               	[NA]                	[2]
3	c              	O               	[NA]                	[3]
4	.              	O               	[NA]                	[4]


0	Another        	O               	[NA]                	[0]
1	vast           	O               	[NA]                	[1]
2	,              	O               	[NA]                	[2]
3	unforgettable  	O               	[NA]                	[3]
4	Velázquez      	O               	[NA]                	[4]
5	canvas         	B-SPATIAL_ENTITY	[locatedIn]         	[6]
6	here           	B-PLACE         	[NA]                	[6]
7	is             	O               	[NA]                	[7]
8	Surrender      	B-SPATIAL_ENTITY	[NA]                	[8]
9	of             	I-SPATIAL_ENTITY	[NA]                	[9]
10	Breda          	I-SPATIAL_ENTITY	[NA]                	[10]
11	,              	O               	[NA]                	[11]
12	commemorating  	O               	[NA]                	[12]
13	a              	O               	[NA]                	[13]
14	Spanish        	O               	[NA]                	[14]
15	victory        	O               	[NA]                	[15]
16	over           	O               	[NA]                	[16]
17	Dutch          	O               	[NA]                	[17]
18	forces         	O               	[NA]                	[18]
19	in             	O               	[NA]                	[19]
20	1625           	O               	[NA]                	[20]
21	.              	O               	[NA]                	[21]


0	New            	O               	[NA]                	[0]
1	Goya           	O               	[NA]                	[1]
2	rooms          	B-PLACE         	[trajector]         	[3]
3	in             	B-SPATIAL_SIGNAL	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	Prado          	B-PLACE         	[landmark]          	[3]
6	were           	O               	[NA]                	[6]
7	opened         	O               	[NA]                	[7]
8	in             	O               	[NA]                	[8]
9	March          	O               	[NA]                	[9]
10	1999           	O               	[NA]                	[10]
11	.              	O               	[NA]                	[11]


0	Italian        	O               	[NA]                	[0]
1	:              	O               	[NA]                	[1]
2	Titian         	O               	[NA]                	[2]
3	(              	O               	[NA]                	[3]
4	c              	O               	[NA]                	[4]
5	.              	O               	[NA]                	[5]


0	He             	O               	[NA]                	[0]
1	was            	O               	[NA]                	[1]
2	hired          	O               	[NA]                	[2]
3	by             	O               	[NA]                	[3]
4	king           	O               	[NA]                	[4]
5	Felipe         	O               	[NA]                	[5]
6	IV             	O               	[NA]                	[6]
7	and            	O               	[NA]                	[7]
8	became         	O               	[NA]                	[8]
9	an             	O               	[NA]                	[9]
10	amazingly      	O               	[NA]                	[10]
11	perceptive     	O               	[NA]                	[11]
12	court          	O               	[NA]                	[12]
13	painter        	O               	[NA]                	[13]
14	and            	O               	[NA]                	[14]
15	,              	O               	[NA]                	[15]
16	quite          	O               	[NA]                	[16]
17	simply         	O               	[NA]                	[17]
18	,              	O               	[NA]                	[18]
19	the            	O               	[NA]                	[19]
20	greatest       	O               	[NA]                	[20]
21	Spanish        	O               	[NA]                	[21]
22	artist         	O               	[NA]                	[22]
23	of             	O               	[NA]                	[23]
24	the            	O               	[NA]                	[24]
25	Golden         	O               	[NA]                	[25]
26	Age            	O               	[NA]                	[26]
27	.              	O               	[NA]                	[27]


0	Of             	O               	[NA]                	[0]
1	all            	O               	[NA]                	[1]
2	the            	O               	[NA]                	[2]
3	Prado          	B-PLACE         	[NA]                	[3]
4	’s             	O               	[NA]                	[4]
5	paintings      	O               	[NA]                	[5]
6	,              	O               	[NA]                	[6]
7	none           	O               	[NA]                	[7]
8	is             	O               	[NA]                	[8]
9	more           	O               	[NA]                	[9]
10	discussed      	O               	[NA]                	[10]
11	and            	O               	[NA]                	[11]
12	disputed       	O               	[NA]                	[12]
13	than           	O               	[NA]                	[13]
14	La             	O               	[NA]                	[14]
15	Maja           	O               	[NA]                	[15]
16	Desnuda        	O               	[NA]                	[16]
17	(              	O               	[NA]                	[17]
18	The            	O               	[NA]                	[18]
19	Naked          	O               	[NA]                	[19]
20	Maja           	O               	[NA]                	[20]
21	)              	O               	[NA]                	[21]
22	,              	O               	[NA]                	[22]
23	one            	O               	[NA]                	[23]
24	of             	O               	[NA]                	[24]
25	Spain          	B-PLACE         	[NA]                	[25]
26	’s             	O               	[NA]                	[26]
27	first          	O               	[NA]                	[27]
28	nudes          	O               	[NA]                	[28]
29	.              	O               	[NA]                	[29]


0	More           	O               	[NA]                	[0]
1	than           	O               	[NA]                	[1]
2	800            	O               	[NA]                	[2]
3	paintings      	O               	[NA]                	[3]
4	are            	O               	[NA]                	[4]
5	exhibited      	O               	[NA]                	[5]
6	,              	O               	[NA]                	[6]
7	dating         	O               	[NA]                	[7]
8	from           	O               	[NA]                	[8]
9	the            	O               	[NA]                	[9]
10	13th           	O               	[NA]                	[10]
11	century        	O               	[NA]                	[11]
12	to             	O               	[NA]                	[12]
13	the            	O               	[NA]                	[13]
14	present        	O               	[NA]                	[14]
15	day            	O               	[NA]                	[15]
16	.              	O               	[NA]                	[16]


0	The            	O               	[NA]                	[0]
1	collection     	B-SPATIAL_ENTITY	[trajector, mover, mover]	[9, 14, 18]
2	of             	O               	[NA]                	[2]
3	paintings      	O               	[NA]                	[3]
4	by             	O               	[NA]                	[4]
5	Raphael        	O               	[NA]                	[5]
6	(              	O               	[NA]                	[6]
7	1483–1520      	O               	[NA]                	[7]
8	)              	O               	[NA]                	[8]
9	in             	B-SPATIAL_SIGNAL	[NA]                	[9]
10	the            	O               	[NA]                	[10]
11	Prado          	B-PLACE         	[landmark]          	[9]
12	was            	O               	[NA]                	[12]
13	once           	O               	[NA]                	[13]
14	kidnapped      	B-MOTION        	[NA]                	[14]
15	by             	O               	[NA]                	[15]
16	Napoleon       	O               	[NA]                	[16]
17	and            	O               	[NA]                	[17]
18	carted         	B-MOTION        	[NA]                	[18]
19	off            	O               	[NA]                	[19]
20	to             	B-MOTION_SIGNAL 	[NA]                	[20]
21	Paris          	B-PLACE         	[NA]                	[21]
22	,              	O               	[NA]                	[22]
23	though         	O               	[NA]                	[23]
24	soon           	O               	[NA]                	[24]
25	recovered      	O               	[NA]                	[25]
26	.              	O               	[NA]                	[26]


0	The            	O               	[NA]                	[0]
1	Prado          	B-PLACE         	[NA]                	[1]
2	owns           	O               	[NA]                	[2]
3	his            	O               	[NA]                	[3]
4	strained       	O               	[NA]                	[4]
5	but            	O               	[NA]                	[5]
6	fascinating    	O               	[NA]                	[6]
7	battle         	O               	[NA]                	[7]
8	picture        	O               	[NA]                	[8]
9	,              	O               	[NA]                	[9]
10	The            	O               	[NA]                	[10]
11	Defense        	O               	[NA]                	[11]
12	of             	O               	[NA]                	[12]
13	Cádiz          	O               	[NA]                	[13]
14	against        	O               	[NA]                	[14]
15	the            	O               	[NA]                	[15]
16	English        	O               	[NA]                	[16]
17	,              	O               	[NA]                	[17]
18	and            	O               	[NA]                	[18]
19	the            	O               	[NA]                	[19]
20	rarer          	O               	[NA]                	[20]
21	Still          	O               	[NA]                	[21]
22	Life           	O               	[NA]                	[22]
23	of             	O               	[NA]                	[23]
24	a              	O               	[NA]                	[24]
25	goblet         	O               	[NA]                	[25]
26	,              	O               	[NA]                	[26]
27	two            	O               	[NA]                	[27]
28	vases          	O               	[NA]                	[28]
29	,              	O               	[NA]                	[29]
30	and            	O               	[NA]                	[30]
31	a              	O               	[NA]                	[31]
32	pot            	O               	[NA]                	[32]
33	emerging       	O               	[NA]                	[33]
34	from           	O               	[NA]                	[34]
35	a              	O               	[NA]                	[35]
36	black          	O               	[NA]                	[36]
37	background     	O               	[NA]                	[37]
38	.              	O               	[NA]                	[38]


0	Peter          	O               	[NA]                	[0]
1	Paul           	O               	[NA]                	[1]
2	Rubens         	O               	[NA]                	[2]
3	(              	O               	[NA]                	[3]
4	1577–1640      	O               	[NA]                	[4]
5	)              	O               	[NA]                	[5]
6	,              	O               	[NA]                	[6]
7	of             	O               	[NA]                	[7]
8	noble          	O               	[NA]                	[8]
9	ancestry       	O               	[NA]                	[9]
10	,              	O               	[NA]                	[10]
11	pursued        	O               	[NA]                	[11]
12	a              	O               	[NA]                	[12]
13	career         	O               	[NA]                	[13]
14	as             	O               	[NA]                	[14]
15	a              	O               	[NA]                	[15]
16	diplomat       	O               	[NA]                	[16]
17	as             	O               	[NA]                	[17]
18	well           	O               	[NA]                	[18]
19	as             	O               	[NA]                	[19]
20	an             	O               	[NA]                	[20]
21	artist         	O               	[NA]                	[21]
22	.              	O               	[NA]                	[22]


0	A              	O               	[NA]                	[0]
1	Prado          	O               	[NA]                	[1]
2	annex          	B-PLACE         	[landmark, trajector]	[19, 10]
3	,              	O               	[NA]                	[3]
4	the            	O               	[NA]                	[4]
5	Casón          	B-PLACE         	[NA]                	[5]
6	del            	I-PLACE         	[NA]                	[6]
7	Buen           	I-PLACE         	[NA]                	[7]
8	Retiro         	I-PLACE         	[NA]                	[8]
9	,              	O               	[NA]                	[9]
10	up             	B-SPATIAL_SIGNAL	[NA]                	[10]
11	the            	O               	[NA]                	[11]
12	hill           	B-PLACE         	[trajector, landmark]	[13, 10]
13	in             	B-SPATIAL_SIGNAL	[NA]                	[13]
14	calle          	B-PATH          	[landmark]          	[13]
15	de             	I-PATH          	[NA]                	[15]
16	Felipe         	I-PATH          	[NA]                	[16]
17	IV             	I-PATH          	[NA]                	[17]
18	,              	O               	[NA]                	[18]
19	houses         	B-SPATIAL_SIGNAL	[NA]                	[19]
20	a              	O               	[NA]                	[20]
21	collection     	B-SPATIAL_ENTITY	[trajector]         	[19]
22	of             	O               	[NA]                	[22]
23	19th-century   	O               	[NA]                	[23]
24	paintings      	O               	[NA]                	[24]
